Country,Year,Disease Name,Disease Category,PrevalenceRate,IncidenceRate,MortalityRate,AgeMin,AgeMax,Gender,Population Affected,HealthcareAccess,Doctors per 1000,Hospital Beds per 1000,Treatment Type,AvgTreatmentCost USD,VaccineAvailable,RecoveryRate,DALYs,Improvement5Yr,PerCapitaIncomeUSD,UrbanizationRate,Disease Category.1,RecoveryRateFlag,CostCategory,IsHighRisk,TestErrorCheck,TestErrorCheck.1
Japan,2013,Diabetes,Autoimmune,2.33,7.71,5.91,19,35,Other,502051,67.23,1.24,1.76,Therapy,25684,No,97.47,2090,5.75,31715,22.82,Metabolic,OK,High,High Risk,0,
Brazil,2018,Ebola,Cardiovascular,4.43,4.98,3.61,61,60,Female,983107,80.5,4.74,4.13,Medication,21201,Yes,81.41,2381,9.64,40643,50.42,Viral,OK,Medium,Low Risk,0,
Saudi Arabia,2021,Rabies,Metabolic,9.16,3.33,0.69,0,18,Female,922485,66.31,4.04,4.64,Therapy,20394,Yes,77.17,2572,3.13,26387,40.57,Viral,OK,Medium,Low Risk,0,
Usa,2020,Cholera,Metabolic,1.79,6.89,6.44,19,35,Female,804321,75.87,2.88,4.41,Vaccination,49936,No,55.23,4819,9.8,35748,38.94,Bacterial,OK,High,High Risk,0,
South Africa,2002,Ebola,Bacterial,12.54,10.98,5.78,61,60,Male,701376,61.71,2.88,3,Medication,36242,Yes,94.79,390,1.05,28321,69.45,Viral,OK,High,High Risk,0,
Germany,2003,Diabetes,Parasitic,16.37,9.52,5.02,19,35,Male,434862,72.61,2.05,6.07,Medication,14388,Yes,63.81,4532,3.28,60269,23.84,Metabolic,OK,Medium,High Risk,0,
Indonesia,2008,Hepatitis,Metabolic,6.56,9.01,9.77,61,60,Female,39391,51.9,1.09,4.65,Surgery,23946,Yes,88.45,4871,1.79,29920,25.91,Viral,OK,Medium,High Risk,0,
South Korea,2003,Rabies,Infectious,13.55,2.97,7.24,0,18,Female,511324,91.57,1.59,2.02,Surgery,41910,Yes,93.6,1838,4.42,28572,65.96,Viral,OK,High,High Risk,0,
Nigeria,2016,Polio,Viral,14.8,7.17,9.15,19,35,Female,196004,99.57,1.12,9.87,Therapy,34962,Yes,98.95,4816,2.74,82456,54.15,Viral,OK,High,High Risk,0,
Italy,2023,Cancer,Genetic,5.83,12.81,5.14,0,18,Female,124710,85.81,3.09,7.69,Therapy,31135,No,83.75,526,2.41,78055,20.84,Chronic,OK,High,High Risk,0,
Argentina,2000,Influenza,Autoimmune,19.42,10.09,5.62,0,18,Other,215789,61.25,1.13,4.77,Therapy,24943,No,73.44,4683,2.08,27129,46.02,Viral,OK,Medium,High Risk,0,
Saudi Arabia,2018,Parkinson'S Disease,Respiratory,19.61,0.72,2.37,0,18,Male,809469,98.63,0.97,9,Therapy,15422,No,79.1,2240,1.4,31263,86.95,Neurological,OK,Medium,Low Risk,0,
India,2005,Parkinson'S Disease,Viral,11.67,1.93,3.11,61,60,Other,996897,66.03,4.71,3.73,Therapy,23340,No,68.61,1329,4.84,55850,20.32,Neurological,OK,Medium,Low Risk,0,
China,2012,Malaria,Genetic,7,13.32,5.71,61,60,Female,532759,93.8,4.2,5.03,Surgery,17360,Yes,68.89,4481,7.88,12471,29.95,Parasitic,OK,Medium,High Risk,0,
South Korea,2020,Covid-19,Chronic,0.63,10.51,0.87,61,60,Female,425518,88.83,4.97,2.44,Therapy,19807,Yes,60.1,1273,8.31,88721,36.46,Viral,OK,Medium,Low Risk,0,
Canada,2018,Malaria,Chronic,16.42,3.41,7.48,36,60,Female,955473,53.11,0.75,8.38,Therapy,37492,No,51.76,863,4.72,97769,41.66,Parasitic,OK,High,High Risk,0,
Argentina,2001,Hepatitis,Chronic,7.29,12.24,9.06,36,60,Other,454403,52.94,4.61,8.64,Therapy,40857,Yes,95.45,4306,7.66,72634,84.56,Viral,OK,High,High Risk,0,
Nigeria,2013,Hiv/Aids,Neurological,19.32,13.5,0.95,61,60,Female,920304,56.47,2.53,9.25,Surgery,22921,Yes,57.05,4551,6.95,95227,88.93,Viral,OK,Medium,Low Risk,0,
Russia,2004,Influenza,Parasitic,16.45,14.12,9.94,0,18,Other,617098,66.42,4.5,3.14,Vaccination,16448,No,50.51,2098,4.72,7469,82.39,Viral,OK,Medium,High Risk,0,
Nigeria,2017,Influenza,Bacterial,12.6,7.49,0.96,36,60,Male,34605,64.13,3.02,7.35,Surgery,9459,No,78.11,2419,3.11,41049,61.69,Viral,OK,Low,Low Risk,0,
Usa,2009,Tuberculosis,Genetic,3.55,5.72,7.65,0,18,Male,641109,51.35,3.57,3.69,Medication,6566,No,88.18,4298,0.39,3170,43.77, Bacterial,OK,Low,High Risk,0,
Brazil,2002,Influenza,Genetic,6.51,10.93,3.46,0,18,Female,202916,92.32,0.77,8.9,Vaccination,40197,Yes,74.01,4735,4.06,60016,84.74,Viral,OK,High,Low Risk,0,
France,2001,Dengue,Chronic,1.4,4.26,1.63,0,18,Female,624943,87.79,3.32,9.31,Vaccination,8812,No,95.66,316,0.35,3480,53.88,Viral,OK,Low,Low Risk,0,
Brazil,2010,Cholera,Metabolic,6.41,11.32,0.99,61,60,Female,998728,87.33,1.61,8.55,Vaccination,42621,Yes,74.38,2444,9.97,14627,26.62,Bacterial,OK,High,Low Risk,0,
Canada,2004,Cholera,Cardiovascular,7.15,5.48,9.83,19,35,Female,624680,51.79,3.48,1.78,Therapy,47925,Yes,89.98,2581,7.26,66019,88.23,Bacterial,OK,High,High Risk,0,
China,2020,Alzheimer'S Disease,Viral,2.94,10.78,4.42,0,18,Male,434445,93.03,1.52,3.83,Vaccination,14592,Yes,76.11,3700,9.22,27910,39.78,Neurological,OK,Medium,Low Risk,0,
Brazil,2017,Tuberculosis,Bacterial,7.17,4.44,1.22,19,35,Other,232007,61.97,3.44,8.77,Surgery,9964,Yes,54.53,568,9.59,52816,56.69, Bacterial,OK,Low,Low Risk,0,
Usa,2000,Polio,Metabolic,7.11,6.3,9.61,19,35,Other,307942,92.51,1.36,4.1,Surgery,31355,No,53.71,4010,2.38,41287,62.77,Viral,OK,High,High Risk,0,
Russia,2005,Ebola,Genetic,12.47,9.57,0.95,36,60,Male,8950,95.35,3.79,6.12,Medication,32936,Yes,77.42,518,4.82,91783,34.14,Viral,OK,High,Low Risk,0,
China,2020,Alzheimer'S Disease,Metabolic,7.18,1.17,1.31,0,18,Male,66209,53.42,3.85,4.9,Medication,21755,No,89.87,2715,8.35,29295,32.37,Neurological,OK,Medium,Low Risk,0,
South Africa,2021,Parkinson'S Disease,Genetic,3.02,2.83,5.52,0,18,Male,541943,69.57,1.78,4.39,Therapy,11794,Yes,82.42,4468,2.26,82604,55.97,Neurological,OK,Medium,High Risk,0,
Indonesia,2015,Measles,Neurological,14.3,5.89,3.26,19,35,Male,882494,53.38,0.76,3.62,Medication,4704,No,82.57,947,7.39,77083,48.31,Viral,OK,Low,Low Risk,0,
Brazil,2004,Polio,Parasitic,16.53,14.5,8.91,19,35,Other,861609,88.6,0.51,8.9,Medication,15826,Yes,98.38,2680,5.48,3938,47.3,Viral,OK,Medium,High Risk,0,
Turkey,2006,Covid-19,Cardiovascular,19.79,7.23,9.08,36,60,Female,470008,94.92,4.96,6.8,Surgery,43965,Yes,85.53,2845,1.09,36478,41.14,Viral,OK,High,High Risk,0,
Mexico,2011,Leprosy,Chronic,16.65,0.47,3.14,61,60,Other,969945,67.63,3.75,4.55,Surgery,36633,Yes,97,4451,5.48,94309,84.12,Bacterial,OK,High,Low Risk,0,
Argentina,2021,Ebola,Viral,9.45,11.5,5.27,0,18,Other,547603,71.57,4.73,6.4,Medication,49493,No,86.25,2783,8.63,90504,34.91,Viral,OK,High,High Risk,0,
Saudi Arabia,2022,Cancer,Viral,11.87,13.66,6.55,19,35,Male,312950,67.76,3.14,5.19,Medication,2505,Yes,84.2,151,4.02,11923,68.48,Chronic,OK,Low,High Risk,0,
Nigeria,2004,Asthma,Bacterial,11.71,6.4,5.63,61,60,Other,36402,86.05,4.49,6.98,Vaccination,5529,Yes,59.31,1775,7.39,68854,66.24,Respiratory,OK,Low,High Risk,0,
Russia,2021,Dengue,Genetic,11.73,0.18,2.66,36,60,Male,85382,50.81,2.52,1.89,Surgery,49372,Yes,66.31,1412,7.07,19380,78.73,Viral,OK,High,Low Risk,0,
Japan,2007,Tuberculosis,Genetic,1.23,1.92,1.28,0,18,Female,903936,56.08,0.65,5.13,Therapy,26833,No,51.72,799,2.99,86743,81.79, Bacterial,OK,High,Low Risk,0,
Saudi Arabia,2021,Hepatitis,Respiratory,16.17,8.91,4.58,61,60,Female,948481,81.87,1.33,0.74,Surgery,42823,No,98.76,1136,2.59,31966,82,Viral,OK,High,Low Risk,0,
Mexico,2019,Rabies,Metabolic,2.11,6,4.28,19,35,Female,169115,64.29,4.27,6.69,Medication,46650,No,89.74,2800,6.49,58401,62.01,Viral,OK,High,Low Risk,0,
France,2014,Dengue,Genetic,4.37,10.36,1.63,19,35,Other,221470,82.71,0.89,2.29,Therapy,43088,No,91.43,153,4.61,20938,43.01,Viral,OK,High,Low Risk,0,
Usa,2013,Influenza,Bacterial,13.26,9.48,5.63,36,60,Other,776469,88.07,2.49,2.53,Medication,49441,Yes,76.81,1554,4.61,92519,88.93,Viral,OK,High,High Risk,0,
Uk,2015,Dengue,Bacterial,7.42,10.64,6.19,61,60,Other,642560,50.51,4.24,4.56,Therapy,36131,Yes,61.01,4846,4.8,53927,25.49,Viral,OK,High,High Risk,0,
Uk,2000,Zika,Neurological,10.98,1.33,5.07,36,60,Other,320551,54.32,0.56,5.47,Medication,8589,No,68.98,4360,2.1,98356,39.71,Viral,OK,Low,High Risk,0,
Russia,2021,Influenza,Parasitic,0.24,0.29,6.53,61,60,Female,921260,97.06,3.54,2.32,Therapy,8378,No,97,76,5.23,39382,69.76,Viral,OK,Low,High Risk,0,
Indonesia,2016,Dengue,Parasitic,8.64,10.33,6.66,0,18,Other,356686,86.75,4.46,2.21,Surgery,39721,No,97.14,4139,4.88,70630,52.7,Viral,OK,High,High Risk,0,
Russia,2023,Rabies,Infectious,3.32,5.61,9.22,61,60,Male,749645,84.09,2.94,3.18,Surgery,41521,Yes,51.52,479,0.64,82928,21.69,Viral,OK,High,High Risk,0,
France,2003,Hepatitis,Viral,15.02,5.33,2.28,19,35,Male,135476,81.26,2.04,3.09,Vaccination,19787,No,52.1,2213,0.73,81274,40.39,Viral,OK,Medium,Low Risk,0,
China,2014,Tuberculosis,Parasitic,7.88,0.97,9.04,0,18,Other,386848,82.38,0.67,1.86,Therapy,13580,No,65.62,1501,8.78,24578,30.45, Bacterial,OK,Medium,High Risk,0,
Canada,2007,Cholera,Autoimmune,10.16,10.26,5.2,0,18,Female,979011,87.46,1.88,1.17,Medication,45015,No,68.34,2109,2.15,1258,29.33,Bacterial,OK,High,High Risk,0,
Mexico,2008,Covid-19,Metabolic,7.32,11.43,9.81,0,18,Male,540945,86.8,4.98,6.12,Surgery,5410,Yes,82.4,242,9.83,50840,86.99,Viral,OK,Low,High Risk,0,
Uk,2011,Leprosy,Respiratory,15.32,3.9,5.99,0,18,Male,489434,50.35,4.83,1.44,Medication,30297,Yes,83.7,3849,1.79,23087,88.84,Bacterial,OK,High,High Risk,0,
Germany,2021,Hiv/Aids,Parasitic,1.08,8.36,6.87,61,60,Other,555142,85.3,1.9,8.01,Therapy,28326,No,89.12,3401,0.18,51588,75.51,Viral,OK,High,High Risk,0,
Canada,2007,Diabetes,Neurological,19.43,12.51,6.25,36,60,Male,170799,85.9,4.92,3.34,Surgery,23036,Yes,76.33,113,2.15,45132,84.37,Metabolic,OK,Medium,High Risk,0,
Mexico,2022,Zika,Metabolic,16.53,7,7.05,36,60,Other,721347,57.58,3.24,6.27,Medication,49314,Yes,60,3882,9.17,46320,59.51,Viral,OK,High,High Risk,0,
India,2001,Polio,Neurological,18.4,14.58,0.96,36,60,Other,925118,92.31,4.02,3.36,Surgery,32446,No,64,1631,7.22,87336,62.78,Viral,OK,High,Low Risk,0,
Brazil,2024,Polio,Parasitic,1.02,0.24,7.13,0,18,Other,628587,97.59,4.77,5.25,Therapy,19208,No,91.11,488,4.75,9776,60.05,Viral,OK,Medium,High Risk,0,
Japan,2001,Hepatitis,Parasitic,1.98,14.12,4.22,0,18,Male,720213,88.25,3.24,3.98,Vaccination,6000,No,83.72,4904,6.51,66184,84.01,Viral,OK,Low,Low Risk,0,
Saudi Arabia,2006,Parkinson'S Disease,Metabolic,0.15,4.42,8.93,0,18,Male,655055,52.47,3.27,2.18,Medication,9233,Yes,52.06,4334,8.72,30810,34.74,Neurological,OK,Low,High Risk,0,
Japan,2022,Alzheimer'S Disease,Cardiovascular,17.17,6.87,3.9,19,35,Male,826557,65.22,0.8,4.68,Vaccination,46984,Yes,57.52,4006,6.33,33944,40.1,Neurological,OK,High,Low Risk,0,
South Korea,2019,Leprosy,Autoimmune,3.47,13.25,7.3,19,35,Other,146665,78.53,3.34,0.62,Therapy,15036,No,60.69,783,8.01,88195,89.33,Bacterial,OK,Medium,High Risk,0,
Brazil,2015,Measles,Chronic,17.43,9.2,8.86,61,60,Other,293863,92.93,1.13,7.8,Therapy,26978,Yes,96.1,1667,5.29,56945,78.18,Viral,OK,High,High Risk,0,
Turkey,2004,Ebola,Metabolic,5.33,3.43,3.67,0,18,Male,134166,96.31,1.29,2.5,Surgery,2282,No,68.6,4096,5.95,35286,86.68,Viral,OK,Low,Low Risk,0,
Italy,2012,Covid-19,Cardiovascular,19.87,1.63,2.47,19,35,Other,739651,96.43,3.34,4.82,Medication,44551,Yes,84.45,4970,9.57,43455,43.39,Viral,OK,High,Low Risk,0,
Indonesia,2008,Hepatitis,Neurological,14.88,6.31,0.22,36,60,Other,819053,51.88,3.3,6.92,Medication,4747,Yes,55.32,978,0.14,33382,42.02,Viral,OK,Low,Low Risk,0,
Australia,2003,Ebola,Bacterial,1.96,9.44,4.63,19,35,Female,709402,74.43,2.33,7.4,Vaccination,43102,No,87.56,3132,4.21,81196,21.82,Viral,OK,High,Low Risk,0,
Australia,2009,Malaria,Metabolic,17.56,7.96,2.58,19,35,Male,162826,93.3,3.81,7.97,Surgery,37812,Yes,85.33,1919,4.57,93722,40.92,Parasitic,OK,High,Low Risk,0,
Australia,2009,Measles,Viral,2.18,14.82,1.26,61,60,Female,808173,74.3,3.35,3.35,Medication,49310,Yes,73.96,2258,2.8,81125,74.72,Viral,OK,High,Low Risk,0,
Japan,2014,Measles,Viral,13.87,11.05,3.19,36,60,Other,161634,93.78,2.73,3.58,Therapy,6980,No,64.28,3491,3.32,45059,32.07,Viral,OK,Low,Low Risk,0,
Russia,2008,Ebola,Chronic,5.63,0.76,4.02,0,18,Male,978978,51.89,3.45,6.66,Medication,1559,Yes,88.86,2463,9.84,84750,28.97,Viral,OK,Low,Low Risk,0,
Japan,2007,Hiv/Aids,Autoimmune,11.68,12.42,2.71,61,60,Other,532065,83.5,3.94,6.96,Vaccination,24588,No,76.64,114,3.46,93411,66.21,Viral,OK,Medium,Low Risk,0,
Mexico,2014,Cancer,Metabolic,16.87,6.57,8.16,19,35,Other,59421,92.85,3.75,3.33,Medication,40432,Yes,59.24,22,7.19,88929,33.42,Chronic,OK,High,High Risk,0,
Australia,2015,Hiv/Aids,Infectious,3.46,5.98,7.23,19,35,Other,958022,66.13,2.35,2.26,Medication,32105,Yes,64.68,1024,2.99,45906,22.29,Viral,OK,High,High Risk,0,
Canada,2006,Hiv/Aids,Chronic,12.6,3.37,7.88,0,18,Female,840372,94.38,0.82,4.76,Medication,47664,Yes,76.01,1165,5.67,5849,57.49,Viral,OK,High,High Risk,0,
Brazil,2006,Ebola,Parasitic,7.76,13.43,8.15,36,60,Male,715887,78.58,3.28,8.36,Medication,41164,No,54.34,2847,5.72,22700,40.65,Viral,OK,High,High Risk,0,
China,2009,Leprosy,Neurological,18.58,11.13,3.4,61,60,Female,543861,86.07,3.04,9.1,Medication,14671,Yes,86.21,4807,8.45,91607,81.46,Bacterial,OK,Medium,Low Risk,0,
Canada,2004,Zika,Chronic,8.5,13.84,4.81,0,18,Female,933501,80.65,2.12,9.21,Therapy,30755,Yes,86.67,4558,3.69,88317,63.4,Viral,OK,High,Low Risk,0,
Italy,2020,Dengue,Cardiovascular,17.95,2.64,6.13,19,35,Female,264557,98.62,2.65,8.42,Vaccination,8203,No,55.27,1025,1.15,73360,50.93,Viral,OK,Low,High Risk,0,
Russia,2024,Malaria,Metabolic,0.21,10.34,1.96,0,18,Other,263477,98.49,2.27,2.66,Surgery,14088,No,52.76,1705,3.13,43233,75.08,Parasitic,OK,Medium,Low Risk,0,
Italy,2019,Hiv/Aids,Parasitic,11.64,13.98,8.08,61,60,Male,16688,89.16,3.11,6.79,Surgery,21699,No,58.4,3413,0.98,30250,26.62,Viral,OK,Medium,High Risk,0,
South Africa,2021,Cancer,Neurological,16.89,2.28,8.52,19,35,Male,761302,50.41,1.98,2.06,Therapy,38765,Yes,54.03,3597,6.97,49689,25.4,Chronic,OK,High,High Risk,0,
Germany,2010,Covid-19,Chronic,0.32,5.83,2.61,61,60,Male,601459,80.56,3.48,1.61,Surgery,25446,No,55.96,2808,6.06,48806,42.76,Viral,OK,High,Low Risk,0,
Australia,2023,Hiv/Aids,Infectious,14.77,14.26,7.36,19,35,Male,457592,53.44,4.08,7.45,Surgery,34511,No,67.64,2816,0.41,57776,77.74,Viral,OK,High,High Risk,0,
Indonesia,2000,Alzheimer'S Disease,Autoimmune,6.46,14.2,6.62,0,18,Other,140944,90.68,2.16,1.07,Vaccination,28745,No,74.59,445,3.68,41555,54.22,Neurological,OK,High,High Risk,0,
Italy,2000,Malaria,Parasitic,10.62,1.03,0.65,0,18,Male,289468,99.04,0.55,8.24,Vaccination,14646,Yes,75.55,2624,1.36,982,50.53,Parasitic,OK,Medium,Low Risk,0,
Mexico,2012,Leprosy,Respiratory,10.43,6.54,7.51,0,18,Other,660978,52.33,1.16,6.09,Medication,27828,No,95.3,4792,8.89,66525,30.04,Bacterial,OK,High,High Risk,0,
Usa,2023,Polio,Infectious,10.51,6.11,4.55,61,60,Female,670291,81.84,4.62,2.27,Vaccination,2143,Yes,75.99,2624,3.24,78524,36.5,Viral,OK,Low,Low Risk,0,
Saudi Arabia,2008,Ebola,Genetic,16.31,13.15,9.56,61,60,Other,116187,67.35,2.96,8.81,Medication,45146,Yes,82,819,6.48,14628,68.48,Viral,OK,High,High Risk,0,
Indonesia,2010,Asthma,Autoimmune,7.13,10.64,5.9,36,60,Male,986630,52.67,3.17,5.21,Vaccination,2529,No,57.08,4280,4.77,61877,58.61,Respiratory,OK,Low,High Risk,0,
Japan,2001,Cancer,Cardiovascular,4.81,13.17,8.72,61,60,Other,987406,62.77,0.91,1.46,Medication,39478,Yes,75.3,564,3.19,75384,69.3,Chronic,OK,High,High Risk,0,
China,2000,Malaria,Chronic,7.34,2.3,2.86,61,60,Female,529219,61.66,2.64,5.28,Vaccination,15446,No,80.88,4251,4.11,53210,88.8,Parasitic,OK,Medium,Low Risk,0,
Nigeria,2022,Hiv/Aids,Neurological,7.91,9.36,7.1,36,60,Male,735231,95.92,4.88,1.47,Therapy,17082,No,59.1,4089,4.05,70375,28.78,Viral,OK,Medium,High Risk,0,
India,2021,Tuberculosis,Metabolic,13.53,2.3,1.07,19,35,Male,12497,76.57,3.1,3.83,Vaccination,17755,Yes,77.05,3425,6.21,7484,70.28, Bacterial,OK,Medium,Low Risk,0,
Nigeria,2022,Polio,Genetic,3.1,6.03,1.57,19,35,Other,485287,63.98,0.92,1.45,Vaccination,8073,Yes,88.13,4676,1.54,38153,79.87,Viral,OK,Low,Low Risk,0,
China,2023,Parkinson'S Disease,Metabolic,1.63,11.94,9.35,0,18,Female,820933,70.51,4.92,3.36,Surgery,43703,Yes,60.97,779,6.29,64087,21.24,Neurological,OK,High,High Risk,0,
France,2008,Dengue,Respiratory,10.72,12.28,7.43,19,35,Male,346244,70.45,4.91,6.46,Therapy,1949,Yes,93.43,533,2.27,35500,28.31,Viral,OK,Low,High Risk,0,
Argentina,2009,Cancer,Viral,8.94,2.95,5.93,0,18,Male,598804,82.16,3.93,7.02,Therapy,1965,Yes,83.56,1296,2.13,25549,87.77,Chronic,OK,Low,High Risk,0,
Russia,2023,Asthma,Infectious,6.3,3.88,1.58,36,60,Male,986205,65.37,4.26,9.33,Therapy,23401,No,65.09,41,1,49883,79.76,Respiratory,OK,Medium,Low Risk,0,
Argentina,2007,Measles,Viral,4.54,2.9,3.63,36,60,Female,151650,72.93,4.79,4.09,Medication,36923,No,62.44,3516,5.26,64209,71.55,Viral,OK,High,Low Risk,0,
Australia,2018,Measles,Respiratory,19.08,11.96,8.74,0,18,Male,581212,65.54,0.59,3.96,Surgery,26980,Yes,60.68,1482,1.19,27903,24.4,Viral,OK,High,High Risk,0,
Nigeria,2010,Ebola,Genetic,9.17,7.35,0.9,36,60,Male,667904,77.26,2.86,9.75,Surgery,33733,No,65,4317,7.29,5023,59.44,Viral,OK,High,Low Risk,0,
China,2017,Alzheimer'S Disease,Viral,3.52,5.49,2.83,36,60,Other,568755,86.56,3.54,4.76,Therapy,45985,Yes,96.65,4494,9.87,97358,70.2,Neurological,OK,High,Low Risk,0,
Germany,2013,Hepatitis,Viral,19.02,0.23,7.96,0,18,Male,642247,93.19,4.01,1.26,Medication,41931,No,81.35,2263,6.37,90364,86.59,Viral,OK,High,High Risk,0,
Brazil,2016,Cancer,Chronic,15.92,12.8,4.39,0,18,Other,532124,72.16,4.87,9.51,Medication,25310,No,66.56,4789,0.34,34235,89.97,Chronic,OK,High,Low Risk,0,
Argentina,2019,Polio,Chronic,6.78,2.86,1.98,0,18,Other,407762,57.43,2.79,8.17,Medication,16508,No,64.51,2926,8.08,22392,34.67,Viral,OK,Medium,Low Risk,0,
Uk,2003,Rabies,Bacterial,4.9,1.15,2.93,0,18,Female,318796,61.85,1.56,1.96,Surgery,23629,Yes,79.53,2513,5.31,44005,72.11,Viral,OK,Medium,Low Risk,0,
Italy,2010,Covid-19,Cardiovascular,17.22,8.78,9.1,0,18,Female,542026,52.7,4.15,2.42,Surgery,4459,Yes,81.48,137,5.25,32184,69.79,Viral,OK,Low,High Risk,0,
China,2023,Hepatitis,Cardiovascular,6.98,6.04,4.71,0,18,Other,624879,82.13,2.89,8.16,Vaccination,31902,No,62.5,4578,6.31,19271,61.01,Viral,OK,High,Low Risk,0,
Russia,2018,Hypertension,Respiratory,0.21,3.51,5.3,36,60,Female,923561,53.62,3.7,5.3,Therapy,19439,No,77.38,2007,6.78,61038,71.89,Cardiovascular,OK,Medium,High Risk,0,
Nigeria,2022,Rabies,Autoimmune,16.84,14.01,9.32,19,35,Male,355034,98.87,4.54,5.46,Therapy,40931,Yes,87.21,874,8.64,35206,26.88,Viral,OK,High,High Risk,0,
Saudi Arabia,2011,Hepatitis,Chronic,9.42,14.4,5.38,61,60,Female,362984,97.59,0.57,4.38,Therapy,39783,Yes,98.41,1709,8.25,57771,25.61,Viral,OK,High,High Risk,0,
Argentina,2013,Diabetes,Parasitic,18.99,11.28,1.3,19,35,Female,211440,52.36,4.74,3.08,Surgery,14725,No,81.76,2101,5.57,77834,31.62,Metabolic,OK,Medium,Low Risk,0,
Russia,2024,Influenza,Autoimmune,5.14,2.44,6.54,61,60,Other,847872,87.65,3.36,9.65,Vaccination,40348,No,87,2814,9.8,86514,77.53,Viral,OK,High,High Risk,0,
Nigeria,2003,Leprosy,Respiratory,15.19,8.92,4.49,19,35,Other,85854,86.28,2.5,8.81,Vaccination,30463,Yes,54.34,3117,1.34,46150,82.65,Bacterial,OK,High,Low Risk,0,
Turkey,2002,Leprosy,Chronic,12.39,11.03,6.79,36,60,Other,692357,70.56,4.74,6.7,Vaccination,2043,Yes,57.79,2544,3.43,79056,33.63,Bacterial,OK,Low,High Risk,0,
Turkey,2022,Hypertension,Parasitic,7.82,0.38,4.99,61,60,Other,464661,98.18,3.13,7.7,Surgery,25003,Yes,50.65,963,3.15,42456,58.32,Cardiovascular,OK,High,Low Risk,0,
Indonesia,2015,Ebola,Chronic,16.46,10.26,4.35,61,60,Other,356280,62.24,2,9.74,Medication,14647,Yes,54.49,363,9.26,3168,87.74,Viral,OK,Medium,Low Risk,0,
China,2013,Rabies,Autoimmune,14.81,14.94,6.28,0,18,Male,610333,70.82,0.7,2.18,Vaccination,2766,No,54.34,437,3.15,8419,84.7,Viral,OK,Low,High Risk,0,
France,2023,Tuberculosis,Infectious,14.06,11.26,1.97,36,60,Male,108764,94.47,4.85,1.73,Medication,15698,No,77.86,1887,0.11,53712,60.19, Bacterial,OK,Medium,Low Risk,0,
Japan,2011,Hiv/Aids,Genetic,0.67,14.63,2.55,36,60,Male,133769,82.3,4.98,1.04,Surgery,35639,No,96.41,1673,5.83,56252,65.73,Viral,OK,High,Low Risk,0,
Argentina,2002,Parkinson'S Disease,Autoimmune,19.28,6.36,2.43,36,60,Female,993635,89.01,0.79,2.3,Medication,37327,Yes,61.31,737,9.62,31315,72.03,Neurological,OK,High,Low Risk,0,
South Korea,2021,Asthma,Infectious,19.93,2.45,7.88,36,60,Other,753333,88.73,2.3,7.87,Surgery,44533,No,56.1,2684,5.33,95781,82.67,Respiratory,OK,High,High Risk,0,
Mexico,2012,Cancer,Cardiovascular,0.35,4.84,1.48,61,60,Female,815033,99.05,2.52,7.07,Vaccination,10946,No,71.51,211,0.84,65584,46.28,Chronic,OK,Medium,Low Risk,0,
Turkey,2013,Diabetes,Autoimmune,1.09,10.39,8.03,19,35,Female,805859,52.41,1.11,8.81,Vaccination,35711,No,89.4,493,3.1,55824,31.91,Metabolic,OK,High,High Risk,0,
South Korea,2019,Dengue,Parasitic,18.07,2.72,6.92,61,60,Female,75697,84.79,4.94,1.81,Surgery,40484,Yes,75.33,2965,9.96,37158,60.78,Viral,OK,High,High Risk,0,
Uk,2014,Alzheimer'S Disease,Respiratory,10.09,10.16,3.89,19,35,Female,950038,76.79,3.16,4.52,Vaccination,46657,Yes,70.64,4929,1.93,93646,27.79,Neurological,OK,High,Low Risk,0,
Canada,2012,Zika,Bacterial,13,6.86,0.42,36,60,Male,849445,71.39,2.77,6.41,Vaccination,46534,No,69.96,3717,3.41,53717,79.52,Viral,OK,High,Low Risk,0,
Argentina,2009,Covid-19,Metabolic,6.43,14.05,4.35,36,60,Male,87285,85.52,1.31,2.04,Vaccination,32483,No,56.85,1919,1.6,48389,37.43,Viral,OK,High,Low Risk,0,
Saudi Arabia,2013,Diabetes,Autoimmune,3.76,9.94,7.64,36,60,Other,66516,69.04,0.86,6.82,Vaccination,32086,No,88.82,1537,8.59,34810,23.06,Metabolic,OK,High,High Risk,0,
Nigeria,2011,Parkinson'S Disease,Metabolic,4.77,9.76,4.34,61,60,Male,615899,68.29,2.75,5.96,Surgery,15797,No,73.9,1445,5.41,8427,80.46,Neurological,OK,Medium,Low Risk,0,
Saudi Arabia,2015,Parkinson'S Disease,Neurological,14.99,8.18,4.48,0,18,Male,109045,85.74,2.89,5.31,Medication,41696,Yes,80.93,2969,1.42,46209,36.1,Neurological,OK,High,Low Risk,0,
Brazil,2019,Influenza,Autoimmune,1.71,2.55,8.21,36,60,Other,556011,99.56,0.54,5.44,Therapy,44782,No,79.39,997,1.51,83358,41.08,Viral,OK,High,High Risk,0,
Turkey,2000,Zika,Respiratory,7.3,6.43,9.1,0,18,Female,240456,67.46,4.38,5.07,Medication,2034,No,52.45,2077,8.39,40381,87.62,Viral,OK,Low,High Risk,0,
Argentina,2013,Rabies,Viral,9.67,6.03,3.6,36,60,Male,946379,73.01,4.72,7.78,Therapy,42808,No,66.46,1347,7.69,22362,39.14,Viral,OK,High,Low Risk,0,
